DRS;DRS_1;GVE;_1;Região de Saúde;Região de Saúde_2;município;Janeiro;Janeiro_4;Janeiro_5;Fevereiro;Fevereiro_6;Fevereiro_7;Março;Março_8;Março_9;Abril;Abril_10;Abril_11;Maio;Maio_12;Maio_13;Junho;Junho_14;Junho_15;Julho;Julho_16;Julho_17;Agosto;Agosto_18;Agosto_19;Setembro;Setembro_20;Setembro_21;Outubro;Outubro_22;Outubro_23;Novembro;Novembro_24;Novembro_25;Dezembro;Dezembro_26;Dezembro_27
;;;;;;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;
;;;;;;;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;PIRACICABA;20;PIRACICABA;35104;RIO CLARO;354670 Santa Gertrudes;80;15;0;318;90;0;874;326;1;1389;639;1;941;737;0;381;178;0;43;37;0;29;15;0;34;12;0;34;1;0;61;3;0;73;5;0
1;GRANDE SÃO PAULO;8;MOGI DAS CRUZES;35011;ALTO DO TIETÊ;354680 Santa Isabel;154;57;5;535;254;3;1907;1277;15;2228;1549;3;1899;1196;2;376;178;1;53;22;0;63;11;0;50;8;0;22;5;0;18;7;0;19;4;0
3;ARARAQUARA;12;ARARAQUARA;35031;CENTRAL DO DRS III;354690 Santa Lúcia;7;4;1;46;1;0;32;2;1;19;8;0;32;20;0;23;6;0;9;0;0;3;1;0;0;0;0;1;0;0;2;1;0;3;1;0
10;PIRACICABA;20;PIRACICABA;35103;PIRACICABA;354700 Santa Maria da Serra;9;2;0;67;4;0;94;19;1;97;53;0;275;121;0;140;21;0;51;4;0;46;4;0;7;0;0;3;0;0;1;0;0;1;0;0
11;PRESIDENTE PRUDENTE;22;PRESIDENTE VENCESLAU;35111;ALTA PAULISTA;354710 Santa Mercedes;4;3;0;3;0;0;9;2;0;2;0;0;2;0;0;2;0;0;4;1;0;1;0;0;0;0;0;3;0;0;1;0;0;1;0;0
15;SÃO JOSÉ DO RIO PRETO;30;JALES;35153;JALES;354720 Santana da Ponte Pensa;1;0;0;1;0;0;9;0;0;11;0;3;10;0;1;3;0;1;6;0;2;5;0;2;2;0;0;1;0;0;4;0;4;58;42;3
1;GRANDE SÃO PAULO;10;OSASCO;35014;ROTA DOS BANDEIRANTES;354730 Santana de Parnaíba;156;39;18;1085;232;7;1936;1441;87;2599;2003;21;2476;1441;11;521;298;1;96;40;0;40;22;0;39;11;0;29;6;0;22;4;0;39;5;1
15;SÃO JOSÉ DO RIO PRETO;30;JALES;35152;SANTA FÉ DO SUL;354740 Santa Rita d'Oeste;0;0;0;14;1;0;4;1;0;4;0;0;8;2;1;10;0;3;11;1;4;26;6;10;16;1;2;10;0;0;10;0;0;58;14;0
13;RIBEIRÃO PRETO;24;RIBEIRAO PRETO;35132;AQUÍFERO GUARANI;354750 Santa Rita do Passa Quatro;7;4;1;63;33;4;115;93;6;184;159;2;516;488;2;349;336;0;193;189;0;44;39;0;36;31;3;103;94;2;128;125;0;252;243;0
13;RIBEIRÃO PRETO;24;RIBEIRAO PRETO;35132;AQUÍFERO GUARANI;354760 Santa Rosa de Viterbo;31;7;0;62;19;0;141;47;0;114;30;0;184;92;0;94;38;1;26;8;0;8;0;0;18;4;0;33;8;0;43;11;1;158;58;1
15;SÃO JOSÉ DO RIO PRETO;30;JALES;35153;JALES;354765 Santa Salete;8;0;0;9;0;0;7;0;0;11;0;0;7;1;0;5;1;0;9;0;0;11;1;0;4;1;0;5;0;0;22;1;1;198;40;44
11;PRESIDENTE PRUDENTE;21;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;354770 Santo Anastácio;11;1;0;56;8;0;97;7;1;57;13;0;22;5;0;10;2;0;7;0;0;15;0;0;21;2;0;10;2;0;8;3;0;11;3;0
1;GRANDE SÃO PAULO;7;SANTO ANDRE;35015;GRANDE ABC;354780 Santo André;382;185;99;1113;692;64;3619;3198;81;5058;4514;30;4552;4080;18;1048;945;3;229;188;0;84;52;1;50;21;1;39;23;0;49;18;7;56;10;11
13;RIBEIRÃO PRETO;24;RIBEIRAO PRETO;35133;VALE DAS CACHOEIRAS;354790 Santo Antônio da Alegria;14;12;0;34;29;0;45;42;0;51;47;2;68;58;1;5;3;2;5;5;0;0;0;0;2;0;0;1;0;0;2;0;0;1;1;0
7;CAMPINAS;17;CAMPINAS;35072;REG METRO CAMPINAS;354800 Santo Antônio de Posse;54;21;0;372;240;5;1884;1499;31;2048;1624;25;1002;779;9;110;60;1;27;12;0;24;4;0;12;2;0;15;7;0;11;4;0;23;2;0
2;ARAÇATUBA;11;ARACATUBA;35021;CENTRAL DO DRS II;354805 Santo Antônio do Aracanguá;11;1;0;21;2;0;31;4;0;31;3;0;15;4;0;18;3;0;1;1;0;14;3;0;6;0;0;13;2;0;13;4;0;14;1;0
14;SÃO JOÃO DA BOA VISTA;26;SAO JOAO DA BOA VISTA;35142;MANTIQUEIRA;354810 Santo Antônio do Jardim;17;12;0;112;60;1;265;175;3;174;117;6;96;58;0;16;11;0;3;2;0;3;0;0;8;0;0;2;0;0;0;0;0;2;0;0
17;TAUBATÉ;33;TAUBATE;35174;V. PARAÍBA-REG. SERRANA;354820 Santo Antônio do Pinhal;6;0;0;32;1;4;52;3;5;62;7;2;59;9;1;20;7;0;12;4;0;2;0;0;1;0;0;3;0;0;1;0;0;4;0;0
11;PRESIDENTE PRUDENTE;21;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;354830 Santo Expedito;0;0;0;13;2;0;12;0;0;5;1;0;8;2;0;2;0;0;5;3;0;2;1;0;9;2;0;17;9;0;110;84;1;142;116;2
2;ARAÇATUBA;11;ARACATUBA;35023;CONSÓRCIOS DO DRS II;354840 Santópolis do Aguapeí;7;0;0;23;1;0;28;2;0;15;7;1;7;3;0;5;1;0;2;0;0;10;5;0;7;4;0;2;0;0;2;1;1;3;3;0
4;BAIXADA SANTISTA;25;SANTOS;35041;BAIXADA SANTISTA;354850 Santos;397;244;4;1162;649;1;1436;901;1;1824;1174;1;1796;1143;2;927;525;1;415;214;1;261;74;1;265;103;0;305;121;0;244;103;0;145;52;0
17;TAUBATÉ;33;TAUBATE;35174;V. PARAÍBA-REG. SERRANA;354860 São Bento do Sapucaí;1;0;0;73;21;1;272;108;1;549;238;0;410;185;0;153;33;0;10;5;0;3;0;0;8;2;2;10;1;0;3;1;0;7;5;0
1;GRANDE SÃO PAULO;7;SANTO ANDRE;35015;GRANDE ABC;354870 São Bernardo do Campo;470;74;84;2126;412;63;4633;1746;33;6576;4002;53;6758;4778;24;2380;1533;8;651;137;3;385;59;1;352;21;0;232;17;0;187;11;3;101;18;2
1;GRANDE SÃO PAULO;7;SANTO ANDRE;35015;GRANDE ABC;354880 São Caetano do Sul;132;65;9;914;556;11;2462;1737;9;3288;2699;5;3168;2734;5;949;759;2;228;158;0;113;32;0;101;12;3;57;6;0;56;10;0;44;8;3
3;ARARAQUARA;12;ARARAQUARA;35032;CORAÇÃO DO DRS III;354890 São Carlos;452;73;6;1575;477;7;2845;1506;14;5431;3781;61;8621;6034;66;4656;2360;17;1656;608;6;1055;322;6;997;192;1;712;115;5;537;77;1;484;50;1
15;SÃO JOSÉ DO RIO PRETO;30;JALES;35153;JALES;354900 São Francisco;2;0;1;20;0;1;26;3;1;42;9;2;60;12;2;36;8;1;42;8;5;70;17;6;32;12;2;16;3;0;34;12;3;53;13;1
14;SÃO JOÃO DA BOA VISTA;26;SAO JOAO DA BOA VISTA;35142;MANTIQUEIRA;354910 São João da Boa Vista;245;131;3;1488;891;6;2717;1891;22;2904;2027;8;2339;1551;6;791;383;1;233;72;1;119;27;0;105;10;0;77;9;0;97;11;0;88;18;0
15;SÃO JOSÉ DO RIO PRETO;30;JALES;35154;FERNANDÓPOLIS;354920 São João das Duas Pontes;3;0;0;9;0;0;8;0;1;5;1;1;8;3;1;4;2;1;20;7;5;7;1;1;7;3;1;5;4;1;19;18;1;14;7;2
15;SÃO JOSÉ DO RIO PRETO;30;JALES;35154;FERNANDÓPOLIS;354925 São João de Iracema;2;0;0;8;0;0;3;0;0;5;3;0;12;4;0;6;6;0;7;3;0;6;2;0;1;0;0;0;0;0;5;2;0;3;0;0
11;PRESIDENTE PRUDENTE;22;PRESIDENTE VENCESLAU;35111;ALTA PAULISTA;354930 São João do Pau d'Alho;8;4;0;9;4;0;40;13;0;80;10;0;32;13;0;16;3;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0
8;FRANCA;18;FRANCA;35082;ALTA ANHANGUERA;354940 São Joaquim da Barra;213;15;2;437;36;1;449;67;0;640;128;2;575;115;0;302;46;0;96;13;0;66;4;0;107;0;0;90;0;0;95;0;0;81;3;0
8;FRANCA;18;FRANCA;35081;TRÊS COLINAS;354950 São José da Bela Vista;32;17;2;18;10;0;13;5;1;2;1;0;3;1;1;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
17;TAUBATÉ;33;TAUBATE;35172;CIRCUITO DA FÉ - VALE HISTÓRICO;354960 São José do Barreiro;6;1;3;54;28;4;99;50;1;110;61;2;34;23;0;12;8;1;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0
14;SÃO JOÃO DA BOA VISTA;26;SAO JOAO DA BOA VISTA;35143;RIO PARDO;354970 São José do Rio Pardo;103;75;0;1008;728;0;3221;2384;4;2861;2080;24;1310;922;34;211;140;18;41;30;1;17;12;0;3;1;0;2;0;0;6;0;0;7;1;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;354980 São José do Rio Preto;2.026;1.083;1;4714;2641;4;5022;2970;3;6383;3987;4;6846;4870;4;4088;2844;2;2840;1951;0;2320;1521;0;2768;1757;0;3008;2051;1;4316;3202;1;10380;5038;4
17;TAUBATÉ;27;SAO JOSE DOS CAMPOS;35171;ALTO VALE DO PARAÍBA;354990 São José dos Campos;4.074;840;140;14350;6483;24;37449;25861;33;46012;33429;21;30681;21049;19;10544;7912;9;2917;2199;4;1762;53;3;2030;48;2;2253;33;3;2513;52;1;2154;38;0
1;GRANDE SÃO PAULO;10;OSASCO;35013;MANANCIAIS;354995 São Lourenço da Serra;6;2;1;44;13;1;55;22;2;39;16;1;108;48;0;64;20;0;15;8;0;2;1;0;8;0;0;2;0;0;3;0;0;0;0;0
17;TAUBATÉ;33;TAUBATE;35174;V. PARAÍBA-REG. SERRANA;355000 São Luiz do Paraitinga;17;2;4;48;17;5;240;194;4;543;492;4;114;95;0;24;0;1;5;1;0;3;0;0;3;0;0;6;0;0;0;0;0;4;0;0
6;BAURU;16;BOTUCATU;35063;POLO CUESTA;355010 São Manuel;492;345;14;1135;680;26;1837;1241;39;1252;1031;16;1001;779;22;311;205;14;12;10;1;15;3;0;7;3;0;5;2;0;19;2;0;15;5;0
16;SOROCABA;31;SOROCABA;35161;ITAPETININGA;355020 São Miguel Arcanjo;6;3;1;76;4;2;193;45;4;242;82;17;405;186;12;139;71;1;29;14;0;9;2;0;6;2;0;6;0;0;4;1;0;2;0;0
1;GRANDE SÃO PAULO;1;CAPITAL;35016;SÃO PAULO;355030 São Paulo;24.068;8.437;133;117223;38634;351;270947;137792;581;334861;198641;858;299437;180711;864;103184;41509;126;30898;8085;44;15482;2576;5;14004;1706;7;10074;1127;9;8874;975;10;8470;1062;19
10;PIRACICABA;20;PIRACICABA;35103;PIRACICABA;355040 São Pedro;38;6;3;204;67;1;261;115;0;549;290;0;871;465;7;429;162;2;133;54;1;83;28;1;83;36;0;71;41;0;110;66;0;222;153;0
9;MARÍLIA;13;ASSIS;35094;OURINHOS;355050 São Pedro do Turvo;17;2;1;51;4;0;126;32;0;168;108;0;346;243;0;151;89;0;40;18;0;19;9;0;17;7;0;15;8;0;24;5;0;10;1;0
16;SOROCABA;31;SOROCABA;35163;SOROCABA;355060 São Roque;32;0;4;315;34;4;670;128;15;1415;256;6;1759;650;22;607;121;1;124;24;0;38;8;0;44;5;0;52;3;0;37;3;1;51;2;0
17;TAUBATÉ;28;CARAGUATATUBA;35173;LITORAL NORTE;355070 São Sebastião;439;91;0;1586;414;2;3505;1177;13;4612;1676;15;3417;1377;8;1253;477;4;653;151;2;345;27;0;327;10;0;365;6;1;344;10;0;285;9;0
14;SÃO JOÃO DA BOA VISTA;26;SAO JOAO DA BOA VISTA;35143;RIO PARDO;355080 São Sebastião da Grama;4;0;0;62;4;14;288;104;78;464;275;27;439;228;21;155;37;11;9;1;1;12;3;1;5;1;2;3;0;1;4;0;0;4;1;0
13;RIBEIRÃO PRETO;24;RIBEIRAO PRETO;35132;AQUÍFERO GUARANI;355090 São Simão;22;0;0;89;8;0;87;14;1;108;14;4;98;12;3;52;8;0;20;6;0;11;1;0;13;0;0;11;0;0;4;0;0;3;1;0
4;BAIXADA SANTISTA;25;SANTOS;35041;BAIXADA SANTISTA;355100 São Vicente;135;45;0;510;178;0;715;279;1;537;228;0;482;268;0;264;139;0;133;49;0;100;16;0;96;16;0;97;23;0;96;16;0;61;11;0
16;SOROCABA;31;SOROCABA;35161;ITAPETININGA;355110 Sarapuí;12;1;1;109;3;11;139;26;7;350;150;2;385;163;4;129;35;0;24;5;0;9;1;0;2;1;0;18;2;0;5;0;1;2;0;0
6;BAURU;16;BOTUCATU;35061;VALE DO JURUMIRIM;355120 Sarutaiá;14;6;0;68;17;0;115;53;0;177;61;1;109;33;1;39;7;0;3;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35157;VOTUPORANGA;355130 Sebastianópolis do Sul;19;0;0;9;1;0;20;2;1;25;1;0;12;6;0;5;1;0;1;0;0;2;0;0;1;0;0;3;0;0;9;0;0;7;2;0
13;RIBEIRÃO PRETO;24;RIBEIRAO PRETO;35132;AQUÍFERO GUARANI;355140 Serra Azul;54;1;0;184;12;0;220;50;0;286;80;0;282;82;0;96;18;0;37;10;0;14;0;0;27;1;0;20;0;0;21;0;0;22;3;0
13;RIBEIRÃO PRETO;24;RIBEIRAO PRETO;35132;AQUÍFERO GUARANI;355150 Serrana;155;98;0;1155;807;0;2735;2309;6;1363;1151;5;561;477;0;179;130;0;40;20;0;7;1;0;6;1;0;38;14;0;51;32;0;18;3;0
7;CAMPINAS;17;CAMPINAS;35074;CIRCUITO DAS AGUAS;355160 Serra Negra;19;6;1;100;15;7;145;31;10;150;56;11;240;79;13;149;33;5;32;4;1;23;2;0;13;1;1;6;0;1;12;0;0;23;0;1
13;RIBEIRÃO PRETO;24;RIBEIRAO PRETO;35131;HORIZONTE VERDE;355170 Sertãozinho;184;22;0;847;62;2;1123;171;4;1017;263;6;996;617;8;692;347;7;321;101;4;265;35;2;346;36;7;354;39;0;141;57;1;527;474;10
12;REGISTRO;23;REGISTRO;35121;VALE DO RIBEIRA;355180 Sete Barras;115;68;0;184;94;0;253;122;4;109;37;1;97;33;0;29;9;0;2;0;0;3;1;0;2;0;0;1;0;0;2;0;0;2;1;0
5;BARRETOS;14;BARRETOS;35051;NORTE-BARRETOS;355190 Severínia;20;1;0;65;7;1;108;35;0;305;183;7;332;242;4;82;49;0;31;6;0;4;0;0;8;0;0;5;0;0;12;1;0;17;6;0
17;TAUBATÉ;33;TAUBATE;35172;CIRCUITO DA FÉ - VALE HISTÓRICO;355200 Silveiras;4;0;2;16;3;2;36;18;3;110;67;2;107;72;0;15;12;0;6;5;0;5;3;0;0;0;0;0;0;0;1;0;0;0;0;0
7;CAMPINAS;17;CAMPINAS;35071;BRAGANÇA;355210 Socorro;32;8;2;251;145;4;1371;1257;1;2045;1883;2;1450;1330;8;316;288;1;69;42;0;44;22;0;30;20;0;31;7;0;22;4;0;32;9;0
16;SOROCABA;31;SOROCABA;35163;SOROCABA;355220 Sorocaba;2.307;419;65;7376;1916;43;15136;6193;28;22437;14641;19;22046;17450;22;7301;4970;1;2147;597;6;1510;147;1;1223;66;1;856;64;2;801;63;2;922;125;4
2;ARAÇATUBA;11;ARACATUBA;35022;LAGOS DO DRS II;355230 Sud Mennucci;11;1;0;19;0;0;10;0;0;26;1;0;11;1;0;59;12;0;31;2;0;57;26;0;109;33;0;77;13;0;53;6;0;129;50;0
7;CAMPINAS;17;CAMPINAS;35072;REG METRO CAMPINAS;355240 Sumaré;416;105;3;1873;383;9;2638;1475;11;2353;1574;28;2785;2079;27;1167;703;11;280;126;3;142;23;0;138;16;0;63;9;0;76;11;0;99;30;0
1;GRANDE SÃO PAULO;8;MOGI DAS CRUZES;35011;ALTO DO TIETÊ;355250 Suzano;732;448;4;2245;1429;13;3493;2321;50;3385;2278;42;2366;1679;32;873;575;4;342;181;1;188;59;0;183;30;0;195;36;0;157;21;0;111;8;1
2;ARAÇATUBA;11;ARACATUBA;35022;LAGOS DO DRS II;355255 Suzanápolis;3;1;0;5;0;0;8;3;0;32;18;0;211;70;1;80;44;0;4;2;0;4;2;0;3;2;0;7;3;0;2;0;0;28;7;1
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35151;CATANDUVA;355260 Tabapuã;67;36;1;191;108;0;280;204;0;340;241;0;289;225;0;70;46;0;35;17;0;14;1;0;17;2;0;43;7;0;68;24;0;43;17;0
3;ARARAQUARA;12;ARARAQUARA;35033;NOROESTE DRS III;355270 Tabatinga;17;6;0;39;5;1;57;21;0;61;40;0;73;62;1;18;13;0;14;12;0;5;5;0;10;9;0;1;0;0;3;3;0;8;6;0
1;GRANDE SÃO PAULO;10;OSASCO;35013;MANANCIAIS;355280 Taboão da Serra;154;36;12;703;149;58;1862;815;126;3561;1958;50;3995;2114;20;906;399;2;192;75;1;99;38;0;79;22;0;36;12;0;53;11;0;63;17;0
11;PRESIDENTE PRUDENTE;21;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;355290 Taciba;7;3;0;30;0;0;20;0;0;6;0;0;14;7;0;10;2;0;5;1;0;4;0;0;6;0;0;5;0;0;2;0;0;8;4;0
6;BAURU;16;BOTUCATU;35061;VALE DO JURUMIRIM;355300 Taguaí;4;1;1;246;142;0;1277;795;13;1446;848;12;556;311;0;145;69;0;32;11;1;5;3;0;0;0;0;1;0;0;1;0;0;0;0;0
5;BARRETOS;14;BARRETOS;35052;SUL-BARRETOS;355310 Taiaçu;12;4;0;9;6;0;17;9;0;69;30;0;39;18;0;7;1;0;3;1;0;4;3;0;3;0;1;6;0;0;0;0;0;4;4;0
5;BARRETOS;14;BARRETOS;35052;SUL-BARRETOS;355320 Taiúva;22;4;0;27;8;0;57;45;0;162;127;3;108;99;1;13;13;0;12;11;0;1;0;1;8;2;0;13;8;1;11;3;0;25;12;0
14;SÃO JOÃO DA BOA VISTA;26;SAO JOAO DA BOA VISTA;35142;MANTIQUEIRA;355330 Tambaú;53;30;0;373;181;1;1041;696;0;1314;836;4;1151;851;4;392;210;0;52;24;0;12;1;0;18;2;0;13;6;0;29;4;0;16;5;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;355340 Tanabi;100;13;0;210;14;0;177;10;2;190;33;1;247;53;4;109;26;2;82;24;1;57;15;0;78;14;0;116;37;0;235;64;3;639;341;17
16;SOROCABA;31;SOROCABA;35163;SOROCABA;355350 Tapiraí;0;0;0;8;0;0;27;2;1;35;16;7;95;45;16;10;6;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0
14;SÃO JOÃO DA BOA VISTA;26;SAO JOAO DA BOA VISTA;35143;RIO PARDO;355360 Tapiratiba;34;24;0;167;100;0;680;421;1;1083;602;0;455;182;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
5;BARRETOS;14;BARRETOS;35052;SUL-BARRETOS;355365 Taquaral;19;7;0;57;17;0;98;35;0;49;20;0;65;45;0;33;29;0;3;2;0;0;0;0;0;0;0;2;0;0;2;0;0;1;0;0
3;ARARAQUARA;12;ARARAQUARA;35033;NOROESTE DRS III;355370 Taquaritinga;8;4;0;83;13;1;82;8;1;66;11;3;71;18;5;43;15;0;18;6;0;18;6;1;26;10;0;48;9;2;70;17;1;108;45;4
6;BAURU;16;BOTUCATU;35061;VALE DO JURUMIRIM;355380 Taquarituba;7;0;1;50;2;8;156;35;8;320;131;10;572;198;3;318;41;1;49;16;0;15;3;0;10;0;0;8;1;0;14;1;0;7;0;0
16;SOROCABA;32;ITAPEVA;35162;ITAPEVA;355385 Taquarivaí;0;0;0;8;0;1;11;0;2;24;4;3;29;7;8;12;2;1;2;0;0;2;0;0;3;0;0;0;0;0;0;0;0;1;0;0
11;PRESIDENTE PRUDENTE;21;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;355390 Tarabaí;22;0;0;84;4;2;78;4;2;49;7;0;115;28;2;60;22;1;35;4;2;18;4;0;23;2;0;12;2;0;29;1;1;14;0;0
9;MARÍLIA;13;ASSIS;35092;ASSIS;355395 Tarumã;79;53;4;226;153;9;168;108;0;166;95;3;142;102;3;65;20;0;13;4;1;8;3;1;1;0;0;7;2;0;30;5;0;18;1;0
16;SOROCABA;31;SOROCABA;35161;ITAPETININGA;355400 Tatuí;224;4;11;836;13;8;1149;50;23;1444;182;16;1698;346;12;957;128;4;296;17;2;241;7;2;202;8;0;207;8;2;201;9;0;267;27;2
17;TAUBATÉ;33;TAUBATE;35174;V. PARAÍBA-REG. SERRANA;355410 Taubaté;3.110;1.258;1;7883;4708;2;12161;10159;3;7910;7495;0;2586;2181;1;343;95;0;113;17;0;81;29;0;82;16;0;74;18;0;78;22;0;106;19;1
6;BAURU;16;BOTUCATU;35061;VALE DO JURUMIRIM;355420 Tejupá;0;0;0;14;0;0;27;4;0;60;22;0;105;45;2;103;43;0;14;9;1;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0
11;PRESIDENTE PRUDENTE;22;PRESIDENTE VENCESLAU;35115;PONTAL DO PARANAPANEMA;355430 Teodoro Sampaio;81;0;4;209;2;11;206;1;10;118;1;11;77;0;12;57;0;8;35;1;0;40;0;1;77;0;4;73;0;1;61;0;0;53;0;1
5;BARRETOS;14;BARRETOS;35052;SUL-BARRETOS;355440 Terra Roxa;10;7;0;24;15;1;14;7;1;11;2;5;8;5;0;4;2;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;1;0
16;SOROCABA;31;SOROCABA;35163;SOROCABA;355450 Tietê;29;4;1;181;33;3;479;151;11;896;423;25;1035;517;27;526;151;1;64;11;4;58;6;1;52;3;1;40;1;0;45;3;0;19;1;0
9;MARÍLIA;13;ASSIS;35094;OURINHOS;355460 Timburi;0;0;0;4;2;0;10;8;1;10;10;0;11;11;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;16;BOTUCATU;35063;POLO CUESTA;355465 Torre de Pedra;0;0;0;0;0;0;8;1;1;21;2;8;62;7;5;43;14;5;18;6;1;10;3;0;0;0;0;5;5;0;2;1;0;1;1;0
6;BAURU;15;BAURU;35064;JAU;355470 Torrinha;8;2;5;24;15;6;225;218;1;875;854;11;395;378;4;81;78;0;14;12;0;4;3;0;1;1;0;1;1;0;0;0;0;4;2;0
3;ARARAQUARA;12;ARARAQUARA;35031;CENTRAL DO DRS III;355475 Trabiju;6;1;0;16;2;0;5;3;0;13;4;0;6;2;0;2;0;0;4;1;0;1;0;0;0;0;0;1;0;0;5;1;0;2;2;0
17;TAUBATÉ;33;TAUBATE;35174;V. PARAÍBA-REG. SERRANA;355480 Tremembé;865;538;0;1869;1237;0;1512;1120;3;970;729;0;569;356;1;237;141;0;74;29;0;54;22;0;86;4;0;72;4;0;55;1;1;71;3;0
15;SÃO JOSÉ DO RIO PRETO;30;JALES;35152;SANTA FÉ DO SUL;355490 Três Fronteiras;3;0;0;15;0;2;13;2;1;15;2;3;12;2;2;5;2;0;7;2;0;16;9;0;8;3;1;21;8;2;71;32;5;77;38;2
7;CAMPINAS;17;CAMPINAS;35071;BRAGANÇA;355495 Tuiuti;14;2;0;41;12;0;101;35;1;138;62;0;101;33;1;24;8;0;7;2;0;3;0;0;3;0;0;1;0;0;2;0;0;0;0;0
9;MARÍLIA;19;MARILIA;35095;TUPÃ;355500 Tupã;120;34;0;345;97;0;482;153;0;592;195;0;555;210;0;407;122;2;185;38;0;136;25;2;152;17;3;230;12;0;332;54;0;876;83;3
11;PRESIDENTE PRUDENTE;22;PRESIDENTE VENCESLAU;35111;ALTA PAULISTA;355510 Tupi Paulista;12;6;0;51;23;2;40;16;0;31;14;0;21;7;1;15;3;0;8;2;0;5;2;0;14;4;0;6;1;0;29;7;0;11;2;0
2;ARAÇATUBA;11;ARACATUBA;35023;CONSÓRCIOS DO DRS II;355520 Turiúba;2;1;0;3;1;0;0;0;0;2;1;0;1;0;0;1;0;0;3;2;0;2;0;0;1;1;0;3;3;0;5;5;0;9;4;0
15;SÃO JOSÉ DO RIO PRETO;30;JALES;35154;FERNANDÓPOLIS;355530 Turmalina;2;2;0;7;3;0;9;1;0;6;1;0;13;4;2;10;6;0;5;5;0;6;5;0;3;2;0;3;3;0;4;3;0;45;29;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35156;JOSÉ BONIFÁCIO;355535 Ubarana;12;0;0;37;2;0;77;5;0;23;4;0;27;16;1;18;2;0;13;6;0;14;7;0;10;2;0;10;2;0;23;8;0;214;39;1
17;TAUBATÉ;28;CARAGUATATUBA;35173;LITORAL NORTE;355540 Ubatuba;1.088;428;1;2324;939;4;2690;1938;13;1924;1310;1;2221;1379;8;863;466;2;346;91;0;292;15;0;250;20;0;323;4;0;432;18;0;352;16;0
9;MARÍLIA;19;MARILIA;35093;MARÍLIA;355550 Ubirajara;5;0;3;10;3;1;26;20;0;55;53;1;85;80;0;23;22;0;5;4;0;0;0;0;0;0;0;1;0;0;3;1;0;0;0;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;355560 Uchoa;26;5;0;70;6;0;83;17;0;132;55;0;185;85;0;97;29;0;35;9;0;44;8;0;49;5;0;36;6;0;40;4;0;105;34;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35156;JOSÉ BONIFÁCIO;355570 União Paulista;7;0;1;12;0;0;11;0;0;10;0;1;14;2;2;7;1;1;0;0;0;6;0;0;4;0;1;4;1;0;7;1;2;4;0;1
15;SÃO JOSÉ DO RIO PRETO;30;JALES;35153;JALES;355580 Urânia;12;4;0;43;5;0;29;4;0;45;6;0;61;21;0;38;15;0;45;23;0;38;11;0;36;28;0;79;76;0;134;134;0;495;484;0
6;BAURU;15;BAURU;35065;LINS;355590 Uru;2;0;1;8;2;4;4;1;1;6;4;2;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35151;CATANDUVA;355600 Urupês;7;3;1;27;14;3;99;60;4;121;72;0;157;127;6;116;66;1;68;37;0;42;24;1;26;8;2;17;6;0;45;19;0;73;20;0
